module,revisions,code
changelogs\fragments\config_fix_terms.yml,1,2
test\integration\targets\module_utils\library\test_cwd_missing.py,1,14
test\integration\targets\include_when_parent_is_dynamic\tasks.yml,1,6
test\integration\targets\collections\test_task_resolved_plugin\callback_plugins\display_resolved_action.py,1,26
test\integration\targets\setup_win_printargv\meta\main.yml,1,3
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\module_utils\network\netconf\netconf.py,1,94
docs\docsite\rst\network\getting_started\sample_files\first_playbook.yml,1,12
changelogs\fragments\nativejinjaunsafetext-yaml-representer.yml,1,2
lib\ansible\utils\color.py,1,59
test\integration\targets\set_fact\set_fact_cached_2.yml,1,46
test\integration\targets\incidental_inventory_docker_swarm\playbooks\test_inventory_1.yml,1,50
test\integration\targets\inventory_ini\runme.sh,1,3
test\integration\targets\module_utils\library\test_datetime.py,1,14
test\units\utils\collection_loader\fixtures\collections\ansible_collections\testns\testcoll\plugins\module_utils\my_other_util.py,1,3
lib\ansible\utils\_junit_xml.py,1,170
test\integration\targets\incidental_vyos_lldp_interfaces\tests\cli\rtt.yaml,1,48
test\integration\targets\incidental_inventory_aws_ec2\playbooks\tear_down.yml,1,36
test\support\integration\plugins\inventory\docker_swarm.py,1,291
test\integration\targets\delegate_to\test_delegate_to_lookup_context.yml,1,11
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\action\cli_config.py,1,16
test\units\module_utils\facts\system\distribution\fixtures\arch_linux_na.json,1,24
test\integration\targets\ansible-doc\collections\ansible_collections\testns\testcol2\plugins\doc_fragments\version_added.py,1,7
test\integration\targets\module_utils_Ansible.ModuleUtils.FileUtil\library\file_util_test.ps1,1,77
test\units\module_utils\facts\system\distribution\fixtures\amazon_linux_release_2.json,1,34
test\integration\targets\rpm_key\tasks\main.yaml,1,2
test\integration\targets\become\tasks\default.yml,1,70
changelogs\fragments\ansible-test-rhel85.yaml,1,2
test\integration\targets\win_script\files\test_script_bool.ps1,1,5
test\units\module_utils\facts\network\test_fc_wwn.py,1,48
test\integration\targets\slurp\handlers\main.yml,1,6
test\units\errors\test_errors.py,1,100
test\support\windows-integration\plugins\action\win_template.py,1,6
test\integration\targets\collections\test_task_resolved_plugin\library\legacy_module.py,1,19
test\integration\targets\blocks\69848.yml,1,5
lib\ansible\module_utils\facts\network\iscsi.py,1,46
test\integration\targets\module_precedence\runme.sh,1,18
test\units\module_utils\facts\system\distribution\fixtures\sles_11.4.json,1,24
test\integration\targets\module_no_log\tasks\main.yml,1,46
test\integration\targets\collections_runtime_pythonpath\ansible-collection-python-dist-foo\ansible_collections\python\dist\plugins\modules\boo.py,1,17
hacking\tests\selinux\build.sh,1,8
test\integration\targets\jinja_plugins\playbook.yml,1,9
test\support\windows-integration\plugins\modules\win_stat.ps1,1,141
test\integration\targets\setup_gnutar\handlers\main.yml,1,6
test\integration\targets\handlers\roles\template_handler_names\tasks\lazy_evaluation.yml,1,5
test\lib\ansible_test\_internal\cli\argparsing\__init__.py,1,159
test\units\module_utils\facts\system\distribution\fixtures\redhat_6.7.json,1,25
test\integration\targets\handlers\test_role_handlers_including_tasks.yml,1,16
test\support\windows-integration\plugins\modules\win_copy.py,1,188
test\integration\targets\ansible-doc\collections\ansible_collections\testns\testcol\roles\testrole\meta\main.yml,1,24
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Create_a_SATA_adapter_at_PCI_slot_34.result.json,1,10
test\integration\targets\ansible-test-docker\ansible_collections\ns\col\plugins\modules\hello.py,1,33
test\integration\targets\set_fact\set_fact_cached_1.yml,1,264
test\support\windows-integration\plugins\modules\win_copy.ps1,1,293
test\support\windows-integration\plugins\modules\win_ping.ps1,1,13
test\integration\targets\roles_arg_spec\roles\test1\vars\other.yml,1,3
test\integration\targets\dict_transformations\tasks\main.yml,1,2
test\integration\targets\setup_win_printargv\tasks\main.yml,1,8
test\integration\targets\wait_for\vars\main.yml,1,4
lib\ansible\plugins\doc_fragments\backup.py,1,12
test\integration\targets\module_defaults\test_action_group_metadata.yml,1,102
test\integration\targets\user\tasks\test_create_system_user.yml,1,9
test\integration\targets\ansible-test-cloud-nios\tasks\main.yml,1,10
test\lib\ansible_test\_internal\provider\layout\ansible.py,1,34
test\integration\targets\until\action_plugins\shell_no_failed.py,1,20
changelogs\fragments\76225-update-collection-loader-for-python3.yaml,1,4
test\integration\targets\setup_paramiko\setup.sh,1,5
test\integration\targets\win_module_utils\library\legacy_only_old_way_win_line_ending.ps1,1,1
test\units\module_utils\facts\system\distribution\fixtures\fedora_25.json,1,25
test\support\windows-integration\collections\ansible_collections\ansible\windows\plugins\action\win_copy.py,1,1
test\lib\ansible_test\_internal\timeout.py,1,61
test\integration\targets\file\tasks\diff_peek.yml,1,9
test\integration\targets\module_defaults\collections\ansible_collections\testns\testcoll\plugins\modules\echo2.py,1,8
test\integration\targets\tags\test_tags.yml,1,36
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Get_guest_network_interfaces_information.result.json,1,23
test\integration\targets\meta_tasks\test_end_host_fqcn.yml,1,12
test\integration\targets\win_module_utils\library\uses_local_utils.ps1,1,2
test\integration\targets\fetch\roles\fetch_tests\tasks\failures.yml,1,37
test\integration\targets\win_exec_wrapper\library\test_common_functions.ps1,1,33
changelogs\fragments\72592-catch-broken-cowsay.yaml,1,2
test\units\module_utils\facts\system\distribution\conftest.py,1,12
test\integration\targets\incidental_inventory_docker_swarm\inventory_2.docker_swarm.yml,1,5
test\integration\targets\ansible-doc\library\test_docs_yaml_anchors.py,1,57
lib\ansible\plugins\doc_fragments\decrypt.py,1,12
test\lib\ansible_test\_internal\commands\integration\coverage.py,1,266
test\integration\targets\fetch\cleanup.yml,1,14
test\integration\targets\blocks\roles\fail\tasks\main.yml,1,3
test\integration\targets\ansible-inventory\files\valid_sample.yml,1,7
test\units\module_utils\facts\system\distribution\fixtures\sles_12_sp0.json,1,24
test\integration\targets\meta_tasks\test_end_batch.yml,1,11
test\units\module_utils\facts\system\distribution\fixtures\dragonfly_5.2.2.json,1,25
hacking\build_library\build_ansible\command_plugins\dump_keywords.py,1,81
test\integration\targets\ansible-runner\tasks\playbook_example1.yml,1,11
test\integration\targets\jinja_plugins\collections\ansible_collections\foo\bar\plugins\filter\bad_collection_filter2.py,1,4
test\integration\targets\ansible-test\collection-tests\units.sh,1,7
test\integration\targets\plugin_config_for_inventory\runme.sh,1,15
test\integration\targets\unarchive\tasks\test_tar_zst.yml,1,33
test\units\module_utils\facts\system\distribution\fixtures\sles_11.3.json,1,23
test\integration\targets\handlers\test_handlers_include.yml,1,13
test\units\module_utils\common\validation\test_check_required_arguments.py,1,64
test\integration\targets\plugin_config_for_inventory\config_with_parameter.yml,1,5
test\integration\targets\unarchive\tasks\test_invalid_options.yml,1,24
test\integration\targets\includes_race\roles\random_sleep\tasks\main.yml,1,6
test\integration\targets\includes\include_on_playbook_should_fail.yml,1,1
changelogs\fragments\ansible-test-fix-typo-validate-modules.yaml,1,2
test\integration\targets\ansible-test-docker\ansible_collections\ns\col\plugins\modules\win_util_args.py,1,28
lib\ansible\utils\unicode.py,1,6
test\units\module_utils\facts\hardware\test_linux.py,1,139
test\lib\ansible_test\_internal\cli\argparsing\actions.py,1,12
test\integration\targets\lookup_pipe\tasks\main.yml,1,7
changelogs\fragments\76386-httperror-no-fp.yml,1,4
changelogs\fragments\76580-add-pkg_info-support-to-package_facts.yml,1,2
test\integration\targets\playbook\user.yml,1,19
test\integration\targets\connection_ssh\verify_config.yml,1,20
test\integration\targets\collections\test_task_resolved_plugin\unqualified_and_collections_kw.yml,1,14
test\integration\targets\includes\roles\test_includes_free\tasks\inner_fqcn.yml,1,2
test\integration\targets\apt_key\tasks\apt_key_inline_data.yml,1,5
test\units\utils\test_plugin_docs.py,1,306
hacking\build_library\build_ansible\commands.py,1,13
test\lib\ansible_test\_internal\cli\commands\__init__.py,1,191
test\integration\targets\git\tasks\gpg-verification.yml,1,187
test\integration\targets\collections\collections\ansible_collections\me\mycoll1\plugins\modules\action1.py,1,19
test\integration\targets\become_unprivileged\action_plugins\tmpdir.py,1,9
examples\scripts\upgrade_to_ps3.ps1,1,38
changelogs\fragments\restore_python_shebang_adherence.yml,1,2
test\integration\targets\hostname\vars\default.yml,1,1
test\integration\targets\tempfile\tasks\main.yml,1,52
test\utils\shippable\i.sh,1,7
test\integration\targets\filter_mathstuff\host_vars\localhost.yml,1,1
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\playbooks\type\play.yml,1,4
test\integration\targets\setup_cron\defaults\main.yml,1,1
test\units\module_utils\facts\system\distribution\fixtures\opensuse_leap_15.1.json,1,36
test\lib\ansible_test\config\config.yml,1,2
test\support\network-integration\collections\ansible_collections\cisco\ios\plugins\terminal\ios.py,1,78
test\units\module_utils\basic\test_sanitize_keys.py,1,62
test\integration\targets\collections\inventory_test.yml,1,22
changelogs\fragments\50771-uri-improvements.yml,1,3
test\lib\ansible_test\_util\controller\sanity\code-smell\changelog\sphinx.py,1,2
test\integration\targets\json_cleanup\runme.sh,1,3
lib\ansible\utils\fqcn.py,1,15
test\integration\targets\lookup_varnames\tasks\main.yml,1,33
lib\ansible\plugins\httpapi\__init__.py,1,34
test\integration\targets\shell\connection_plugins\test_connection_default.py,1,27
test\lib\ansible_test\_internal\cli\commands\shell.py,1,35
test\integration\targets\module_defaults\action_plugins\debug.py,1,44
test\integration\targets\ansible\playbook.yml,1,7
test\lib\ansible_test\_internal\cli\commands\coverage\html.py,1,31
test\units\module_utils\facts\system\distribution\fixtures\cumulus_linux_3.7.3.json,1,23
test\integration\targets\yum\vars\main.yml,1,1
test\integration\targets\incidental_win_prepare_tests\meta\main.yml,1,2
test\integration\targets\delegate_to\test_delegate_to.yml,1,44
test\integration\targets\include_import\test_copious_include_tasks_fqcn.yml,1,43
test\integration\targets\setup_paramiko\install-Darwin-python-3.yml,1,8
lib\ansible\module_utils\facts\system\local.py,1,68
test\integration\targets\windows-minimal\library\win_ping_throw_string.ps1,1,8
test\integration\targets\module_utils_urls\tasks\main.yml,1,26
changelogs\fragments\74349-improve-docker-detection.yml,1,2
changelogs\fragments\ansible-test-podman-support-containers.yaml,1,2
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Attach_a_VM_to_a_dvswitch.result.json,1,23
test\integration\targets\roles_arg_spec\roles\empty_argspec\tasks\main.yml,1,3
test\units\module_utils\facts\system\distribution\fixtures\linux_mint_19.1.json,1,24
test\integration\targets\hostname\tasks\check_mode.yml,1,16
test\integration\targets\hostname\vars\FreeBSD.yml,1,1
test\integration\targets\collections\test_task_resolved_plugin\fqcn.yml,1,14
lib\ansible\module_utils\compat\version.py,1,117
changelogs\fragments\default-callback-result-format.yml,1,3
test\integration\targets\apt_key\tasks\apt_key.yml,1,21
lib\ansible\module_utils\common\sys_info.py,1,103
test\integration\targets\uri\tasks\return-content.yml,1,42
lib\ansible\module_utils\parsing\convert_bool.py,1,18
test\integration\targets\cli\setup.yml,1,34
test\integration\targets\incidental_inventory_aws_ec2\playbooks\empty_inventory_config.yml,1,9
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\argspec\lag_interfaces\lag_interfaces.py,1,48
test\integration\targets\win_script\files\test_script_with_errors.ps1,1,5
test\integration\targets\roles_arg_spec\test_tags.yml,1,11
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\action\network.py,1,157
docs\docsite\collection-plugins.yml,1,14
test\lib\ansible_test\_internal\cli\parsers\key_value_parsers.py,1,138
test\integration\targets\setup_remote_tmp_dir\tasks\default.yml,1,11
test\units\module_utils\facts\system\distribution\fixtures\netbsd_8.2.json,1,25
test\integration\targets\module_precedence\lib_with_extension\ping.py,1,41
test\integration\targets\delegate_to\resolve_vars.yml,1,15
test\integration\targets\wait_for_connection\tasks\main.yml,1,26
test\integration\targets\filter_core\runme.yml,1,3
test\integration\targets\module_defaults\collections\ansible_collections\testns\testcoll\plugins\module_utils\echo_impl.py,1,12
test\integration\targets\include_import\empty_group_warning\playbook.yml,1,12
test\integration\targets\debugger\runme.sh,1,3
.azure-pipelines\scripts\time-command.py,1,15
test\integration\targets\filter_mathstuff\vars\main.yml,1,1
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testcoll\roles\test_fqcn_handlers\meta\main.yml,1,2
lib\ansible\plugins\strategy\host_pinned.py,1,22
test\integration\targets\file\meta\main.yml,1,4
test\integration\targets\lookup_env\runme.sh,1,6
test\integration\targets\file\tasks\initialize.yml,1,10
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\module_utils\network\common\netconf.py,1,92
test\integration\targets\file\tasks\unicode_path.yml,1,9
test\integration\targets\set_fact\nowarn_clean_facts.yml,1,10
test\support\windows-integration\plugins\modules\win_shell.ps1,1,98
test\integration\targets\inventory_advanced_host_list\runme.sh,1,21
test\integration\targets\inventory_script\inventory.json,1,1045
test\integration\targets\ansible-test\collection-tests\git-at-collection-base.sh,1,6
test\integration\targets\module_utils\library\test_optional.py,1,56
test\integration\targets\unarchive\vars\FreeBSD.yml,1,4
test\integration\targets\interpreter_discovery_python_delegate_facts\runme.sh,1,3
changelogs\fragments\galaxy-import-level-fix.yml,1,2
test\integration\targets\module_utils_Ansible.Service\library\ansible_service_tests.ps1,1,758
test\units\module_utils\facts\system\distribution\fixtures\linux_mint_18.2.json,1,25
test\integration\targets\blocks\nested_nested_fail.yml,1,3
test\integration\targets\roles_var_inheritance\roles\A\meta\main.yml,1,4
test\integration\targets\dict_transformations\library\convert_snake_case.py,1,41
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Look_up_the_VM_called_test_vm1_in_the_inventory.result.json,1,12
test\integration\targets\strategy_linear\task_action_templating.yml,1,22
test\lib\ansible_test\_util\controller\sanity\validate-modules\validate_modules\__init__.py,1,2
test\support\windows-integration\plugins\modules\win_file.py,1,60
lib\ansible\module_utils\common\respawn.py,1,49
test\integration\targets\copy\tasks\check_mode.yml,1,98
lib\ansible\module_utils\csharp\Ansible.AccessToken.cs,1,397
test\integration\targets\inventory_constructed\invs\1\host_vars\testing.yml,1,1
test\integration\targets\hardware_facts\tasks\Linux.yml,1,75
test\integration\targets\strategy_free\test_last_include_in_always.yml,1,9
test\integration\targets\lookup_lines\tasks\main.yml,1,11
test\integration\targets\roles_arg_spec\test_play_level_role_fails.yml,1,5
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Create_a_VM.result.json,1,77
changelogs\fragments\ansible-test-default-base-containers-python-3.10.yaml,1,2
test\integration\targets\missing_required_lib\tasks\main.yml,1,3
test\integration\targets\delegate_to\delegate_local_from_root.yml,1,10
test\lib\ansible_test\_data\playbooks\pypi_proxy_restore.yml,1,12
test\integration\targets\connection_delegation\connection_plugins\delegation_connection.py,1,19
changelogs\fragments\ansible-test-sanity-import-no-pip.yml,1,2
test\integration\targets\copy\tasks\selinux.yml,1,27
test\integration\targets\reboot\tasks\test_reboot_command.yml,1,18
test\integration\targets\meta_tasks\test_end_play_serial_one.yml,1,11
test\integration\targets\include_import\test_include_loop.yml,1,15
test\integration\targets\playbook\empty.yml,1,1
test\integration\targets\old_style_cache_plugins\test_inventory_cache.yml,1,42
test\integration\targets\handler_race\runme.sh,1,3
test\lib\ansible_test\_internal\cli\commands\coverage\analyze\targets\expand.py,1,36
test\integration\targets\playbook\some_vars.yml,1,2
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\modules\net_put.py,1,11
test\lib\ansible_test\_internal\cli\commands\integration\posix.py,1,37
changelogs\fragments\evn_default.yml,1,2
test\integration\targets\reboot\tasks\test_molly_guard.yml,1,17
test\integration\targets\dnf\tasks\test_sos_removal.yml,1,14
test\support\network-integration\collections\ansible_collections\cisco\ios\plugins\doc_fragments\ios.py,1,2
test\integration\targets\collections\roles\standalone\tasks\main.yml,1,2
test\integration\targets\dataloader\runme.sh,1,3
test\integration\targets\config\types.yml,1,22
test\integration\targets\blocks\main.yml,1,110
test\integration\targets\copy\tasks\dest_in_non_existent_directories_remote_src.yml,1,35
test\integration\targets\meta_tasks\test_end_play_multiple_plays.yml,1,17
test\integration\targets\unarchive\tasks\test_mode.yml,1,125
test\integration\targets\include_import\test_role_recursion_fqcn.yml,1,6
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\facts\legacy\base.py,1,115
test\integration\targets\uri\meta\main.yml,1,4
test\lib\ansible_test\_internal\cli\commands\coverage\xml.py,1,31
test\integration\targets\hostname\tasks\RedHat.yml,1,14
test\integration\targets\user\tasks\test_umask.yml,1,49
test\integration\targets\raw\runme.yml,1,4
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\module_utils\network\common\network.py,1,197
test\lib\ansible_test\_util\controller\tools\yaml_to_json.py,1,15
test\integration\targets\lookup_ini\test_case_sensitive.yml,1,26
test\units\module_utils\facts\system\distribution\fixtures\solaris_11.3.json,1,25
test\integration\targets\handlers\roles\test_templating_in_handlers\tasks\main.yml,1,21
test\integration\targets\unarchive\tasks\test_different_language_var.yml,1,33
test\support\windows-integration\plugins\modules\win_certificate_store.ps1,1,216
test\integration\targets\special_vars_hosts\runme.sh,1,5
test\integration\targets\pip\files\ansible_test_pip_chdir\__init__.py,1,4
test\integration\targets\handlers\roles\template_handler_names\tasks\evaluation_time.yml,1,5
test\integration\targets\plugin_loader\runme.sh,1,25
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\facts\interfaces\interfaces.py,1,87
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\doc_fragments\vyos.py,1,2
test\integration\targets\unvault\runme.sh,1,3
test\integration\targets\wait_for\meta\main.yml,1,3
test\integration\targets\module_utils_Ansible.ModuleUtils.SID\library\sid_utils_test.ps1,1,65
test\integration\targets\module_utils_Ansible.ModuleUtils.LinkUtil\library\symbolic_link_test.ps1,1,125
test\integration\targets\include_when_parent_is_dynamic\playbook.yml,1,4
test\units\module_utils\common\test_network.py,1,51
changelogs\fragments\75863-start-move-away-six.yml,1,2
test\units\module_utils\facts\system\distribution\fixtures\tencentos_3_1.json,1,50
test\integration\targets\incidental_vyos_prepare_tests\tasks\main.yaml,1,13
test\integration\targets\module_precedence\modules_test_envvar_ext.yml,1,14
test\integration\targets\unarchive\tasks\test_quotable_characters.yml,1,32
changelogs\fragments\76530-connection-password-file-tb-fix.yml,1,2
test\units\module_utils\facts\system\distribution\fixtures\opensuse_leap_15.0.json,1,23
changelogs\fragments\pslint-sanity-warning.yml,1,2
test\integration\targets\become_unprivileged\cleanup_unpriv_users.yml,1,46
changelogs\fragments\76108-fix-ansible-galaxy-collection-verify-help.yaml,1,3
test\integration\targets\ansible-test\collection-tests\integration-constraints.sh,1,5
test\integration\targets\service_facts\tasks\systemd_setup.yml,1,23
test\units\module_utils\facts\test_sysctl.py,1,121
lib\ansible\module_utils\facts\network\hurd.py,1,52
test\integration\targets\pip\tasks\default_cleanup.yml,1,5
test\lib\ansible_test\_internal\cli\epilog.py,1,15
test\integration\targets\collections\check_populated_inventory.yml,1,11
test\integration\targets\become_unprivileged\common_remote_group\test.yml,1,30
changelogs\fragments\templating-safe-eval-replaced-native_environment.yml,1,6
test\integration\targets\var_templating\test_connection_vars.yml,1,22
test\units\module_utils\facts\system\distribution\fixtures\pop_os_20.04.json,1,29
test\integration\targets\config\validation.yml,1,15
test\integration\targets\incidental_setup_docker\vars\Ubuntu-14.yml,1,2
test\integration\targets\win_module_utils\library\uses_bogus_utils.ps1,1,1
test\integration\targets\fetch\roles\fetch_tests\handlers\main.yml,1,8
test\integration\targets\fetch\roles\fetch_tests\vars\default.yml,1,1
test\units\module_utils\common\validation\test_check_missing_parameters.py,1,18
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Wait_until_my_VM_is_ready.result.json,1,13
test\units\module_utils\facts\system\distribution\fixtures\virtuozzo_7.3.json,1,25
test\integration\targets\dpkg_selections\tasks\main.yaml,1,3
test\integration\targets\blocks\roles\role-69848-2\meta\main.yml,1,2
test\integration\targets\ansible-test\ansible_collections\ns\col\plugins\lookup\world.py,1,20
test\integration\targets\setup_paramiko\install-Fedora-35-python-3.yml,1,8
test\units\module_utils\facts\hardware\test_linux_get_cpu_info.py,1,41
changelogs\fragments\ansible-test-rhel-8.4.yml,1,2
lib\ansible\module_utils\facts\virtual\hpux.py,1,43
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\module_utils\network\common\parsing.py,1,224
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\argspec\static_routes\static_routes.py,1,65
test\integration\targets\service\tasks\rc_setup.yml,1,16
test\integration\targets\ansible-test\collection-tests\venv-pythons.py,1,26
hacking\backport\backport_of_line_adder.py,1,197
test\integration\targets\apt\tasks\apt-multiarch.yml,1,36
changelogs\fragments\76433-get_url-document-check_mode.yml,1,2
test\integration\targets\windows-minimal\library\win_ping_syntax_error.ps1,1,8
test\units\cli\galaxy\test_execute_list.py,1,23
hacking\update-sanity-requirements.py,1,77
test\support\windows-integration\plugins\modules\win_wait_for.ps1,1,213
test\units\playbook\test_task.py,1,69
test\integration\targets\roles_var_inheritance\runme.sh,1,6
changelogs\fragments\ansible-test-validate-modules-no-callable.yml,1,2
test\units\module_utils\basic\test_tmpdir.py,1,90
test\integration\targets\includes_race\runme.sh,1,3
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\module_utils\compat\ipaddress.py,1,1284
test\support\windows-integration\collections\ansible_collections\ansible\windows\plugins\modules\win_stat.ps1,1,1
test\lib\ansible_test\_internal\provider\source\__init__.py,1,9
changelogs\fragments\modernize-install.yaml,1,3
test\integration\targets\roles\roles\data\tasks\main.yml,1,5
lib\ansible\module_utils\facts\hardware\sunos.py,1,177
changelogs\fragments\75101-ansible-vault-encrypt_string-output-file.yml,1,2
test\integration\targets\callback_default\no_implicit_meta_banners.yml,1,10
test\units\module_utils\facts\system\distribution\fixtures\sles_12_sp1.json,1,24
test\integration\targets\delegate_to\verify_interpreter.yml,1,41
test\integration\targets\module_utils_Ansible.Process\tasks\main.yml,1,8
test\integration\targets\include_import\undefined_var\playbook.yml,1,30
test\lib\ansible_test\_internal\become.py,1,28
test\units\module_utils\conftest.py,1,54
test\integration\targets\incidental_inventory_aws_ec2\playbooks\test_invalid_aws_ec2_inventory_config.yml,1,9
test\units\playbook\test_taggable.py,1,57
test\integration\targets\blocks\finalized_task.yml,1,16
test\integration\targets\roles_var_inheritance\roles\B\meta\main.yml,1,4
test\integration\targets\collections\test_plugins\override_formerly_core_masked_test.py,1,11
test\units\utils\collection_loader\fixtures\collections\ansible_collections\testns\testcoll\plugins\modules\__init__.py,1,3
test\integration\targets\common_network\tasks\main.yml,1,4
test\integration\targets\collections\collection_root_user\ansible_collections\testns\testredirect\meta\runtime.yml,1,4
test\integration\targets\iptables\tasks\main.yml,1,17
test\support\windows-integration\plugins\modules\win_whoami.py,1,192
test\integration\targets\includes_race\roles\set_a_fact\tasks\fact2.yml,1,4
test\integration\targets\builtin_vars_prompt\test-vars_prompt.py,1,87
test\integration\targets\playbook\old_style_role.yml,1,3
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\collect_a_list_of_the_datacenters.result.json,1,9
test\units\plugins\lookup\test_url.py,1,18
test\integration\targets\rpm_key\tasks\rpm_key.yaml,1,149
test\integration\targets\argspec\tasks\password_no_log.yml,1,12
test\units\module_utils\facts\other\test_facter.py,1,191
test\units\utils\test_shlex.py,1,15
changelogs\fragments\ansible-test-relocate-constants.yaml,1,2
test\integration\targets\test_core\runme.sh,1,3
test\integration\targets\assemble\meta\main.yml,1,3
test\integration\targets\incidental_vyos_lldp_interfaces\meta\main.yaml,1,3
test\integration\targets\task_ordering\tasks\main.yml,1,12
test\support\windows-integration\plugins\modules\win_wait_for.py,1,138
changelogs\fragments\ansible-test-default-container-update.yaml,1,2
test\support\network-integration\collections\ansible_collections\cisco\ios\plugins\cliconf\ios.py,1,314
test\support\integration\plugins\modules\pkgng.py,1,299
changelogs\fragments\ansible-test-docker-ulimit.yml,1,2
test\units\utils\collection_loader\fixtures\collections_masked\ansible_collections\testns\testcoll\__init__.py,1,3
changelogs\fragments\ansible-test-pytest-forked.yml,1,2
docs\docsite\rst\scenario_guides\vmware_rest_scenarios\task_outputs\Collect_information_about_a_specific_VM.result.json,1,77
test\integration\targets\include_vars-ad-hoc\dir\inc.yml,1,1
test\units\parsing\utils\test_addresses.py,1,77
packaging\release\Makefile,1,51
test\support\integration\plugins\module_utils\aws\waiters.py,1,382
test\lib\ansible_test\_internal\cli\commands\coverage\analyze\__init__.py,1,19
test\integration\targets\import_tasks\runme.sh,1,3
test\units\modules\test_copy.py,1,122
changelogs\fragments\76379-set-finalize-on-new-env.yml,1,2
test\integration\targets\gathering_facts\two_one.json,1,27
test\integration\targets\any_errors_fatal\runme.sh,1,30
test\integration\targets\incidental_setup_docker\tasks\Fedora.yml,1,19
test\integration\targets\incidental_inventory_aws_ec2\templates\inventory_with_cache.yml,1,12
test\integration\targets\module_utils\library\test_env_override.py,1,8
test\integration\targets\roles_arg_spec\roles\empty_argspec\meta\argument_specs.yml,1,2
test\support\network-integration\collections\ansible_collections\ansible\netcommon\plugins\connection\netconf.py,1,191
test\integration\targets\module_no_log\library\module_that_logs.py,1,12
lib\ansible\plugins\lookup\__init__.py,1,61
test\integration\targets\collections\test_task_resolved_plugin\unqualified.yml,1,8
test\integration\targets\prepare_http_tests\vars\FreeBSD.yml,1,2
test\integration\targets\module_utils_urls\meta\main.yml,1,3
changelogs\fragments\75671-ansible-doc-ignore-deprecations.yml,1,2
test\integration\targets\yum_repository\handlers\main.yml,1,4
test\support\network-integration\collections\ansible_collections\vyos\vyos\plugins\module_utils\network\vyos\argspec\lldp_interfaces\lldp_interfaces.py,1,55
test\integration\targets\handlers\roles\test_role_handlers_include_tasks\tasks\B.yml,1,1
changelogs\fragments\76378-iptables-chain-management.yml,1,2
test\units\module_utils\urls\test_RedirectHandlerFactory.py,1,92
test\integration\targets\reboot\tasks\test_invalid_parameter.yml,1,10
test\units\module_utils\facts\system\distribution\fixtures\opensuse_tumbleweed_20160917.json,1,23
test\integration\targets\jinja_plugins\test_plugins\good_test.py,1,7
test\integration\targets\lookup_fileglob\find_levels\play.yml,1,13
lib\ansible\module_utils\facts\virtual\base.py,1,34
lib\ansible\module_utils\common\_collections_compat.py,1,34
lib\ansible\module_utils\facts\virtual\freebsd.py,1,40
hacking\azp\get_recent_coverage_runs.py,1,62
test\integration\targets\include_import\include_role_omit\roles\foo\tasks\main.yml,1,2
test\integration\targets\inventory_cache\cache_host.yml,1,4
.azure-pipelines\templates\matrix.yml,1,31
test\integration\targets\cli\runme.sh,1,5
test\integration\targets\incidental_vyos_config\tests\cli\simple.yaml,1,42
test\lib\ansible_test\_internal\cli\parsers\value_parsers.py,1,88
test\lib\ansible_test\_internal\cli\commands\coverage\analyze\targets\combine.py,1,37
test\support\windows-integration\plugins\modules\win_acl.py,1,119
test\integration\targets\subversion\vars\Ubuntu-20.yml,1,6
test\integration\targets\lookup_password\tasks\main.yml,1,77
test\integration\targets\ansible-doc\collections\ansible_collections\testns\testcol\plugins\modules\notrealmodule.py,1,8
changelogs\fragments\ansible-test-default-container-update-5.4.0.yaml,1,2
test\integration\targets\pkg_resources\lookup_plugins\check_pkg_resources.py,1,10
changelogs\fragments\ansible-test-remove-aix-provisioning.yaml,1,2
test\units\module_utils\facts\system\distribution\fixtures\kde_neon_16.04.json,1,42
test\units\modules\test_systemd.py,1,45
lib\ansible\module_utils\facts\system\user.py,1,29
test\units\ansible_test\ci\util.py,1,35
